#{"t_start": 1652196886.1703682, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
60.0,1910,32.931275
20.0,1466,76.148842
60.0,2150,133.146157
20.0,1827,160.851911
60.0,2151,214.683015
0.0,1615,257.133124
0.0,1627,280.939192
