#{"t_start": 1652196886.672705, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
40.0,1746,29.848111
140.0,2714,93.144882
120.0,2442,154.814663
120.0,2259,210.85805
40.0,1519,251.728616
20.0,1507,273.256468
