#{"t_start": 1652196887.1720583, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
100.0,2230,37.344414
60.0,1766,85.54951
20.0,1654,134.659246
20.0,1523,157.63239
20.0,1475,201.254879
160.0,2899,262.674669
