#{"t_start": 1652196885.1726441, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
100.0,2190,38.5973
80.0,1890,88.452563
60.0,1730,138.471941
80.0,2431,197.566146
140.0,2551,254.685107
