#{"t_start": 1652196884.669289, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
20.0,1486,27.684581
20.0,1686,74.683823
60.0,1734,100.856334
200.0,2595,164.856154
0.0,1599,210.484626
60.0,1895,256.919648
