#{"t_start": 1652196887.4342442, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
160.0,2370,39.137683
60.0,1682,85.947791
20.0,1450,131.71216
40.0,1755,158.685664
80.0,2167,212.86797
20.0,1455,252.996287
80.0,2039,302.802153
