#{"t_start": 1652196885.669013, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
20.0,1542,27.702576
80.0,2182,82.64744
0.0,1446,128.718024
100.0,2415,165.723662
180.0,2759,247.913985
60.0,1835,274.202121
