#{"t_start": 1652196883.6375587, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
120.0,2718,69.36206
60.0,1778,96.597322
20.0,1910,149.401626
20.0,1395,192.084105
80.0,2227,225.192183
20.0,1523,265.940937
