#{"t_start": 1652196886.422528, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
80.0,1782,30.633669
20.0,1490,74.282542
120.0,2126,131.037684
100.0,2099,163.268536
60.0,1747,211.232315
100.0,2111,260.940374
0.0,1515,282.83297
