#{"t_start": 1652196884.9234684, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
80.0,2398,42.321934
40.0,1586,87.365794
20.0,1306,130.954623
40.0,1707,157.135003
20.0,1483,200.832603
100.0,2071,250.779066
