#{"t_start": 1652196884.4201126, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
60.0,1826,33.39562
100.0,2538,93.854384
20.0,1346,138.333843
40.0,1563,162.062867
80.0,2051,214.920717
120.0,2891,276.247672
