#{"t_start": 1652196883.9237616, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
20.0,1574,29.924164
20.0,1706,77.128552
100.0,3114,148.801344
100.0,2035,201.730124
60.0,2243,254.373094
60.0,2035,283.536046
