#{"t_start": 1652196886.9248857, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
0.0,1450,25.12677
180.0,2782,89.173069
120.0,2062,144.53827
0.0,1611,190.388476
120.0,2623,248.734586
40.0,1675,272.365972
