#{"t_start": 1652197924.3070266, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,1015,24.007979
4.0,1214,46.768076
0.0,510,66.907321
0.0,521,75.685531
1.0,629,87.013542
3.0,965,104.544942
1.0,637,125.336649
1.0,617,136.262377
2.0,905,152.253686
0.0,535,161.473208
2.0,912,187.856869
1.0,724,200.717965
0.0,510,209.567225
1.0,635,220.879225
1.0,718,234.863116
1.0,698,259.025206
1.0,718,272.512746
0.0,524,281.557142
