#{"t_start": 1652197926.4185214, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,778,16.222471
2.0,919,33.336575
1.0,729,46.308751
3.0,1012,76.219907
0.0,536,85.098186
0.0,517,94.05252
0.0,522,102.970828
1.0,729,125.530785
3.0,939,142.436744
0.0,516,151.348046
0.0,521,160.322392
1.0,626,171.660411
0.0,536,190.541767
0.0,502,199.235915
2.0,820,214.175483
0.0,510,223.48907
1.0,706,248.285608
2.0,911,265.268621
0.0,529,275.026522
0.0,540,285.430881
0.0,526,294.812518
