#{"t_start": 1652197922.5657942, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,830,21.221009
0.0,538,31.004929
1.0,715,43.44773
3.0,1031,73.570035
0.0,509,82.539379
2.0,823,97.385879
3.0,969,114.868245
0.0,536,133.518435
0.0,509,142.380705
0.0,507,151.191938
0.0,522,160.334404
1.0,623,171.696439
1.0,638,192.637252
0.0,523,201.470499
5.0,1349,227.13265
0.0,522,248.455732
0.0,515,257.43208
3.0,935,275.497859
0.0,544,285.282779
0.0,508,295.094719
