#{"t_start": 1652197923.7126038, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
1.0,638,16.266505
0.0,497,25.458009
0.0,534,34.51241
1.0,640,45.978521
1.0,636,68.61253
2.0,810,83.351956
0.0,525,92.135168
1.0,642,103.586267
2.0,896,129.754776
3.0,1015,147.901611
0.0,538,156.930997
0.0,516,166.048446
2.0,837,191.26328
2.0,835,206.37797
0.0,534,215.323299
0.0,533,224.857043
0.0,524,234.939172
2.0,749,259.7197
5.0,1329,286.973976
1.0,707,311.532346
