#{"t_start": 1652197922.27959, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,526,15.759149
2.0,911,32.933294
1.0,637,43.89905
2.0,872,71.327451
1.0,703,83.958384
3.0,1030,102.924799
1.0,710,115.090403
1.0,709,137.372164
0.0,524,146.154375
1.0,707,158.765295
2.0,888,175.542162
1.0,725,198.127136
3.0,934,215.126159
0.0,509,224.464764
2.0,840,251.656998
0.0,529,261.121691
2.0,764,275.859116
0.0,521,285.471914
1.0,702,298.900412
