#{"t_start": 1652197924.596231, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,502,13.254377
3.0,1004,32.434939
0.0,509,41.108074
3.0,1014,71.021232
1.0,708,84.092476
0.0,530,92.818648
4.0,1222,125.347659
1.0,640,136.439502
0.0,525,145.31678
2.0,837,160.434472
0.0,532,169.703028
2.0,832,194.296423
3.0,1102,214.771908
0.0,493,223.630171
2.0,821,250.885449
0.0,518,260.02492
3.0,1109,281.636199
0.0,525,291.8164
