#{"t_start": 1652197925.1766396, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
3.0,931,20.541531
0.0,521,30.116301
0.0,509,38.501233
1.0,640,50.060408
0.0,523,69.764345
2.0,880,86.398109
0.0,516,95.352445
2.0,773,109.066144
0.0,522,127.901465
1.0,713,140.141123
5.0,1407,166.778964
7.0,1811,211.077295
5.0,1329,248.658876
2.0,903,265.352684
1.0,691,279.00534
2.0,811,295.187785
