#{"t_start": 1652197925.8311026, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,759,16.754853
1.0,678,29.86012
2.0,756,43.394693
1.0,718,67.420686
3.0,1007,86.151935
2.0,828,101.008444
2.0,825,125.714918
4.0,1213,148.161794
2.0,812,162.944249
0.0,522,172.130749
3.0,1033,200.873077
3.0,916,217.711987
3.0,1007,248.964092
0.0,516,258.331718
7.0,1634,292.117613
